Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
37.0,4.8,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Urban,15,5.55974580297909,5.0
25.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,16,10.90237003306153,15.0
23.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,14.185603211727669,15.0
31.0,4.1,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,34,12.883471049941985,10.0
26.0,4.6,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29,2.974366230455268,15.0
38.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,5.55974580297909,15.0
27.0,4.9,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,26,0.9915441193164526,5.0
35.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,5.45706661759551,10.0
37.0,4.8,Stormy,Medium,0,Buffet,motorcycle,3.0,No,Metropolitian,44,9.750375866319644,15.0
26.0,4.9,Fog,Medium,2,Meal,electric_scooter,1.0,No,Urban,16,5.457120573157006,15.0
34.0,4.7,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,25,2.166552301591924,10.0
24.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Urban,11,5.41657725421968,5.0
34.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,28,3.110332497119408,5.0
36.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,37,3.980517276047721,15.0
23.0,4.4,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,11.546709029853933,5.0
29.0,4.9,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,15,11.275461707804595,15.0
27.0,4.8,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,14.18540073700036,15.0
28.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,36,8.669237684605502,5.0
30.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,2.108367636746045,5.0
20.0,4.5,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,19,11.401650802240018,5.0
36.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,3.1827469993140345,10.0
30.0,4.3,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,6.220579518324816,10.0
26.0,4.2,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,34,4.146645338947348,5.0
30.0,4.3,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,46,13.366874821209542,15.0
37.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,28,13.262444246547895,10.0
33.0,4.1,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,34,7.630825474537073,5.0
38.0,4.9,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,38,1.094919252046437,5.0
35.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,Yes,Metropolitian,44,13.872591362700447,10.0
38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,6.548257768106982,15.0
36.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,23,12.006028835871124,15.0
21.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,6.548368262217668,5.0
26.0,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Urban,11,5.3029814819869845,10.0
26.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,6.151533580202615,10.0
39.0,4.2,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,31,11.947199394133468,5.0
33.0,4.2,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,7.639650424543775,5.0
20.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,11.402680380556724,5.0
28.0,4.2,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,13.475718135736171,15.0
23.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,8.66706317830596,10.0
30.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,9.750375866319644,10.0
27.0,4.9,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,25,7.78364341285968,15.0
27.0,4.8,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,14,2.2238984990192607,15.0
20.0,4.7,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,15,6.302912512156039,15.0
23.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,20,8.895591963759975,5.0
30.0,4.0,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,34,11.400694152291964,5.0
25.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,12,9.232552076330686,-1485.0
26.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,36,11.911343418790477,5.0
22.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,1.1119492622115985,5.0
39.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,21,3.136845854383369,15.0
26.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,3.085765398388756,10.0
37.0,4.8,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,30,2.16658289656628,5.0
30.0,4.4,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,5.2702408113820205,10.0
38.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,24,2.043415505451567,15.0
22.0,4.9,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,19,2.2238984990192607,10.0
22.0,4.6,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,12,5.102487542541153,10.0
26.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,14.076468483392178,10.0
33.0,4.1,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,7.141626724593018,10.0
34.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,9.227400549350934,5.0
30.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,11.40167105204997,5.0
23.0,4.9,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27,3.213334594198554,10.0
38.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,2.166995323295709,10.0
20.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,5.41657725421968,5.0
29.0,4.9,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,9.4496648495163,5.0
37.0,3.5,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,40,6.938650875911169,15.0
38.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,20,9.75022496800635,10.0
21.0,4.5,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,17,6.938412010824462,15.0
20.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,11,13.653412069178549,5.0
37.0,3.6,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,32,7.256626824316671,10.0
27.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,22,8.570655156734073,-1490.0
39.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,2.0414702203065787,5.0
36.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,5.183994630678046,5.0
38.0,5.0,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,33,3.8383200019860095,10.0
27.0,4.4,Sunny,High,0,Buffet,motorcycle,3.0,No,Urban,49,4.243016310706664,5.0
28.0,5.0,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,5.128320685217483,5.0
36.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,3.2490767751319733,5.0
26.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,5.304249769667658,15.0
26.0,4.7,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,16,10.007540311428052,15.0
38.0,4.3,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,4.101322875351129,15.0
39.0,4.6,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,25,11.554838141677436,5.0
23.0,4.9,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,9.54452235003892,15.0
28.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,11.802818082513443,15.0
33.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,6.500279843533316,5.0
25.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,7.603264381437093,10.0
25.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,6.170825091967759,15.0
26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,12,2.1083995038694416,10.0
29.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,23,8.432399769675673,10.0
24.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,9.45350928622463,10.0
23.0,4.7,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,13,4.956448362901369,5.0
32.0,4.4,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,33,6.324555097493961,5.0
28.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,6.12385501106556,5.0
37.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,4.976105585321272,15.0
26.0,2.7,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,32,9.746743044305008,5.0
39.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,9.544316578311545,10.0
33.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,9.82162800773318,15.0
27.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,32,7.424976107793717,10.0
36.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,11.22491140416772,10.0
21.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,7.257234051017626,10.0
28.0,4.7,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,9.225163628438718,5.0
28.0,4.5,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,21,4.242429407331204,15.0
32.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,8.36356985200909,10.0
31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,47,7.177452989410838,5.0
28.0,4.6,Fog,Medium,0,Buffet,motorcycle,2.0,No,Urban,44,9.225920775918445,10.0
34.0,4.4,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,33,6.151533580202615,5.0
24.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,28,9.46387583165939,10.0
31.0,5.0,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,5.947595266703326,15.0
23.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,3.96533454916557,10.0
25.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,0.9910936445573444,15.0
21.0,4.2,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,12.0047098108572,10.0
29.0,4.3,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,32,10.007540311428052,10.0
26.0,4.7,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,21,6.938650875911169,15.0
28.0,4.9,Stormy,High,1,Meal,scooter,0.0,No,Metropolitian,14,2.1660550551143927,10.0
21.0,5.0,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,6.30359337350817,10.0
24.0,4.6,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,21,4.975608546979949,15.0
39.0,5.0,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,26,5.431126716921096,5.0
22.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,15,6.671694684131345,15.0
38.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,26,14.11859808033144,10.0
20.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,2.09997729179178,15.0
20.0,4.6,Fog,Low,2,Drinks,electric_scooter,0.0,No,Urban,15,6.549298744842076,5.0
26.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,8.919447835390681,10.0
32.0,4.6,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,26,11.916342101589096,10.0
25.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,1.0541215525202472,15.0
31.0,4.2,Windy,High,0,Buffet,motorcycle,2.0,No,Urban,41,4.447796794806982,5.0
37.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,2.0735903257826847,10.0
34.0,4.6,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,6.5004602561768,15.0
32.0,4.9,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21,4.956967618867787,10.0
35.0,4.9,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,30,10.901346422968686,15.0
33.0,4.1,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,8.690581488137363,5.0
27.0,4.8,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,6.937964422525652,10.0
23.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,0.9920319656029488,5.0
39.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,1.028671893225531,5.0
33.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,7.350094813679427,5.0
22.0,4.9,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,22,6.671694684131345,5.0
21.0,4.7,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,17,6.362446182905335,15.0
31.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,19,1.1119492622115985,15.0
27.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,11.277299689057244,5.0
22.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,32,5.418107777084521,5.0
26.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,5.4314321017114695,15.0
33.0,4.3,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,43,9.460095168389664,10.0
35.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,44,7.930049975874117,15.0
38.0,4.0,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,33,4.33334931004229,5.0
33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,13.788119963312525,10.0
20.0,4.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,14.455331161691964,15.0
36.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.497637022361396,15.0
29.0,4.6,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,18,4.147411756656348,5.0
34.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,12.849781092256336,10.0
26.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,9.854579872136648,10.0
39.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1.0253756961877256,15.0
39.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,22,2.1673849020119778,5.0
21.0,4.5,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,21,8.200446393177197,5.0
28.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,1.091487512073662,10.0
38.0,3.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,13.366068176524104,10.0
27.0,4.2,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,17,2.1829379555946327,5.0
27.0,4.7,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,24,7.581108189992226,10.0
26.0,4.8,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,18,7.78364341285968,10.0
29.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,13.472317721363169,5.0
30.0,4.8,Fog,Medium,2,Snack,scooter,2.0,No,Metropolitian,36,12.23143629545048,15.0
32.0,4.7,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27,4.147065004269898,5.0
31.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,8.895591963759975,5.0
34.0,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,26,8.73086073639361,5.0
20.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,11.400569409998726,5.0
36.0,4.7,Fog,High,2,Meal,scooter,0.0,No,Urban,26,1.1119492622115985,5.0
39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,6.498156581153088,5.0
25.0,5.0,Cloudy,Medium,1,Drinks,scooter,0.0,No,Urban,17,3.9656458716809686,10.0
37.0,4.2,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,4.975488867776893,15.0
37.0,4.0,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,32,1.0914982838556837,15.0
21.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,18,3.96533454916557,5.0
29.0,4.7,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,23,7.257630106303477,5.0
38.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,28,6.9385483771367085,5.0
39.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,1.0370134242638556,5.0
32.0,3.5,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,35,8.39985281358808,15.0
26.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,11.782693306645896,15.0
34.0,4.6,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,36,4.33397100776706,5.0
37.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,6.221040424316033,10.0
24.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,9.225797812446778,15.0
37.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,13.70038826425013,10.0
33.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,41,7.15173040987977,15.0
20.0,4.8,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,18,11.548887211440926,15.0
34.0,4.5,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,4.101890388715957,5.0
37.0,4.4,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,37,6.170866966281262,5.0
37.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,14.082843179748068,5.0
27.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,14.186470941988734,-1490.0
25.0,4.8,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,15,8.58434678889462,15.0
26.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,22,4.332325602261404,15.0
21.0,4.6,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,9.544116120677716,15.0
33.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,8.485357695567687,5.0
25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,13,3.0764759794785994,5.0
36.0,4.8,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,30,6.671694684131345,5.0
28.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,24,0.9927590902096992,15.0
35.0,4.6,Windy,High,2,Drinks,scooter,0.0,No,Urban,25,3.965728371208261,15.0
31.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,2.167394300492665,10.0
37.0,4.5,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,21,9.774876250361071,5.0
24.0,4.6,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,25,8.730310078863367,15.0
37.0,4.6,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,40,7.78364341285968,10.0
36.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.3798621871244015,15.0
39.0,5.0,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,27,4.447796794806982,15.0
20.0,4.9,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,4.345187601356233,10.0
27.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,17,7.639680503451659,5.0
39.0,3.8,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,9.330596813555266,10.0
27.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,8.160466548206868,15.0
39.0,4.4,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,31,12.88244266112049,10.0
20.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,10.007540311428052,10.0
36.0,5.0,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,1.086295311249171,10.0
37.0,4.6,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,22,7.175714599300685,5.0
30.0,4.2,Fog,Medium,2,Meal,scooter,2.0,No,Metropolitian,35,11.497899136069334,15.0
36.0,4.8,Sunny,High,0,Meal,motorcycle,0.0,No,Urban,29,1.1119492622115985,15.0
20.0,4.5,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,16,1.0269878236480607,15.0
29.0,4.5,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,6.548580887175172,10.0
34.0,4.3,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,14.079610099828695,10.0
29.0,4.8,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,43,8.292079090576895,5.0
30.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,2.050557128335272,15.0
30.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,4.344505349359169,5.0
28.0,5.0,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,11.589268500997916,10.0
21.0,4.3,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42,14.120847033634265,10.0
29.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,6.364292513320622,15.0
21.0,4.9,Fog,Low,1,Drinks,scooter,0.0,No,Urban,25,14.11859808033144,10.0
36.0,4.1,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,31,12.23143629545048,15.0
39.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,1.051374694777404,5.0
29.0,4.6,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,2.0534334753163583,10.0
25.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,1.0207735974713943,10.0
22.0,3.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,40,5.18365583937782,5.0
25.0,4.6,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,2.172591798605044,10.0
22.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,27,7.78364341285968,5.0
22.0,4.9,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,11.55205685698188,15.0
36.0,4.3,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,35,3.9654483106696015,10.0
22.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,2.041226196059867,5.0
29.0,4.9,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,6.221040424316033,5.0
24.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,11,4.107504706450059,15.0
36.0,4.1,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,7.199290314588111,15.0
24.0,4.9,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,4.215166522789709,10.0
26.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,10.007540311428052,5.0
22.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,7.582392743171336,5.0
27.0,4.9,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,5.45706639483962,5.0
28.0,4.6,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,11.548887211440926,10.0
22.0,4.5,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,23,3.076084797939766,10.0
22.0,4.8,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,8.363657483102656,5.0
35.0,4.3,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,37,7.958827231724916,10.0
34.0,4.2,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,3.1824818624108677,5.0
37.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,3.274101256385745,10.0
37.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,43,10.877288395748074,15.0
31.0,4.8,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,20,12.396086576201512,10.0
20.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,11,9.545697459646972,15.0
39.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,6.362446182905335,5.0
35.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,45,7.358286605902027,10.0
38.0,4.9,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,28,11.916307774145226,10.0
37.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,11.91664495045263,10.0
24.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,35,13.367211630693026,5.0
25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,10.007540311428052,15.0
35.0,3.5,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,34,8.201238345291635,10.0
20.0,4.6,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,13.695662634570985,15.0
29.0,4.6,Cloudy,Medium,2,Buffet,scooter,0.0,No,Urban,14,3.2504359562653966,10.0
30.0,4.7,Fog,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,18,6.56996345756246,5.0
29.0,4.9,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,20,4.344984882857658,5.0
