,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
16881,38.0,4.0,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,31,1.0836918820463457,5.0
16882,32.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,5.248932528340858,15.0
16883,32.0,4.3,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,5.55974580297909,10.0
16884,29.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,12.93109542774765,5.0
16885,35.0,5.0,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,15,5.183082305088229,15.0
16886,32.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54,9.329927091787372,10.0
16887,25.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,12,1.08331333290256,5.0
16888,20.0,4.7,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,4.344984882857658,15.0
16889,23.0,4.9,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,28,13.645277918869722,15.0
16890,20.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,11.66618858837898,15.0
16891,34.0,4.7,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,28,4.365452697423506,10.0
16892,38.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Urban,26,0.991484937633691,10.0
16893,26.0,4.6,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,7.3466796186087215,15.0
16894,36.0,4.6,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,27,4.2418643550875785,10.0
16895,37.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,25,11.946434137690275,5.0
16896,22.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,5.456673266800138,15.0
16897,39.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,49,11.311332840315773,10.0
16898,27.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,23,5.55974580297909,10.0
16899,31.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,29,3.076600414634361,15.0
16900,29.0,4.9,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,18,5.4311110906586695,5.0
16901,34.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,11.5945322500481,10.0
16902,36.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,44,10.877214193213026,15.0
16903,23.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,23,4.101322875351129,10.0
16904,38.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,3.0622110951062136,5.0
16905,22.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,11,6.517208358743466,5.0
16906,32.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,3.1629233328671926,15.0
16907,23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,6.671694684131345,10.0
16908,35.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,11.947005040069577,10.0
16909,35.0,4.8,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,44,6.938650875911169,15.0
16910,35.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,14.118725945040396,15.0
16911,29.0,4.5,Windy,Medium,2,Meal,scooter,1.0,No,Urban,27,13.366997180945509,15.0
16912,27.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,2.102686198692698,15.0
16913,30.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,2.1086056169087635,10.0
16914,29.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,13.262815247769415,5.0
16915,23.0,4.8,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,22,1.0255755747375184,10.0
16916,21.0,4.9,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,40,9.54558820252354,5.0
16917,36.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,1.054167470072583,5.0
16918,29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,1.054333643680924,10.0
16919,35.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,7.378317171224337,10.0
16920,37.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,2.167394178776623,10.0
16921,39.0,4.0,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,5.415725060524499,15.0
16922,20.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,27,5.415297137841897,10.0
16923,39.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,22,3.1368382082843937,-1485.0
16924,27.0,4.1,Windy,Jam,0,Buffet,motorcycle,2.0,No,Urban,39,6.12275376463841,10.0
16925,24.0,4.2,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,48,3.2590950797132923,15.0
16926,21.0,4.1,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,7.424485357914585,5.0
16927,32.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,4.956967618867787,5.0
16928,36.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,4.769099442596978,10.0
16929,32.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,18,14.455331161691964,10.0
16930,38.0,4.8,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,9.82194997728994,10.0
16931,26.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,21,13.654889867664815,10.0
16932,36.0,4.4,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,6.938421553725407,15.0
16933,22.0,4.5,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,14,5.142538692604296,5.0
16934,27.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,2.0739567992990016,15.0
16935,22.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,2.1082816939581663,10.0
16936,39.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,9.750448132515311,5.0
16937,33.0,4.6,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,4.3654481179143545,5.0
16938,31.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,8.689512340867191,5.0
16939,21.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,3.274372623897796,5.0
16940,37.0,4.8,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,19,3.836965670248348,15.0
16941,22.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,2.0505799782427863,5.0
16942,21.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,11.310563095695205,15.0
16943,27.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,3.0857945487716765,15.0
16944,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,4.214087594765759,15.0
16945,34.0,4.6,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,27,6.947476674099993,10.0
16946,25.0,4.2,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,31,5.126120572331248,5.0
16947,35.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,Yes,Urban,49,9.750448132515311,10.0
16948,39.0,4.1,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,10.007540311428052,15.0
16949,35.0,4.8,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,40,8.227260888638249,10.0
16950,26.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Urban,18,8.227232193862717,-1490.0
16951,22.0,2.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,8.92072458126151,15.0
16952,29.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,3.0620898416792275,10.0
16953,37.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,25,5.1264324612287,10.0
16954,20.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,29,4.203300581555046,10.0
16955,33.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,9.546670251046596,5.0
16956,32.0,4.6,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,30,2.167055809278378,15.0
16957,30.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,3.2744573409615887,15.0
16958,37.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Urban,15,14.12013400615058,10.0
16959,29.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,13,5.474385085181842,5.0
16960,21.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,10.48938088317184,15.0
16961,36.0,3.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,39,8.29354458077367,15.0
16962,28.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,14,5.55974580297909,10.0
16963,37.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,23,2.040850545239887,5.0
16964,34.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,5.55974580297909,15.0
16965,33.0,4.9,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,25,5.25594183012973,10.0
16966,36.0,5.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,8.40922673846825,15.0
16967,36.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,5.183541917136671,5.0
16968,35.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,29,2.183008614646149,5.0
16969,27.0,4.9,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,23,3.0620898416792275,5.0
16970,29.0,4.2,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29,1.045675320750722,15.0
16971,27.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,14,5.018992980794027,10.0
16972,21.0,4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,8.630962841122217,15.0
16973,31.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,14.185603211727669,5.0
16974,34.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,34,6.307292642973102,5.0
16975,35.0,4.7,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,25,4.344971606876617,10.0
16976,30.0,4.9,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,22,13.473541940459166,15.0
16977,29.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,7.350094813679427,15.0
16978,22.0,4.8,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,7.424667016369568,10.0
16979,37.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,25,5.55974580297909,15.0
16980,26.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,6.161875087161033,15.0
16981,37.0,4.5,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,15,3.110332497119408,5.0
16982,34.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,6.302500730131326,10.0
16983,38.0,4.3,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,44,8.399957677476879,15.0
16984,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,13.326624454267908,15.0
16985,34.0,3.9,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,7.602858999257241,5.0
16986,34.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,3.2505183021696555,10.0
16987,32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,4.344984368430652,10.0
16988,22.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Urban,28,7.3539697018818995,15.0
16989,26.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,2.05056264188998,10.0
16990,35.0,4.9,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,3.0857945487716765,10.0
16991,21.0,5.0,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,1.9905630014007083,10.0
16992,38.0,4.6,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,11.593529224967066,5.0
16993,22.0,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,7.425622206772028,5.0
16994,28.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,9.54510764667783,15.0
16995,34.0,4.0,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,3.2495015075860665,5.0
16996,34.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,7.424976107793717,15.0
16997,29.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,13.698990718916775,5.0
16998,21.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,14,14.118725945040396,15.0
16999,30.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19,2.0509980668790737,5.0
17000,35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,14.07859927415896,15.0
17001,21.0,4.7,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,12,0.9915432673113198,5.0
17002,34.0,4.2,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,31,12.87734536620396,5.0
17003,24.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,19,7.255823514955868,10.0
17004,32.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,3.816738155260147,15.0
17005,24.0,4.9,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,5.4751043118619815,10.0
17006,20.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,9.184177865901734,10.0
17007,31.0,4.6,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36,1.0254403256691187,10.0
17008,38.0,4.8,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,18,1.0256084713851643,15.0
17009,27.0,5.0,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,9.822115108802157,15.0
17010,34.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,30,5.431923963949783,15.0
17011,32.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,50,9.748242131737454,5.0
17012,21.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Urban,15,8.730917714638222,5.0
17013,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,2.073659262651048,10.0
17014,28.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,9.330412029303046,10.0
17015,28.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,19,1.054167470072583,5.0
17016,28.0,4.4,Cloudy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,35,8.895591963759975,10.0
17017,34.0,5.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,5.100870920339587,10.0
17018,37.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,14.118767568974212,10.0
17019,24.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,18,9.544153525838835,10.0
17020,28.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Urban,29,3.182724297016657,15.0
17021,25.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,24,9.225839974330148,-1490.0
17022,37.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,34,6.517227516343888,5.0
17023,32.0,4.9,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,3.182408212309061,15.0
17024,20.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,18,3.2513788227458877,5.0
17025,39.0,4.6,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,6.71602996358126,15.0
17026,23.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,4.243066158166399,15.0
17027,27.0,4.7,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,2.107697674221612,5.0
17028,39.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,3.061842335644688,5.0
17029,26.0,4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Urban,17,2.073959111082392,5.0
17030,37.0,5.0,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Urban,49,6.219480895117748,10.0
17031,25.0,4.5,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,16,1.0253188766871764,15.0
17032,22.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,32,13.473394700113154,5.0
17033,29.0,5.0,Sunny,Medium,1,Meal,motorcycle,0.0,No,Urban,10,5.252034717317698,5.0
17034,26.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,16,4.956967618867787,5.0
17035,23.0,4.9,Cloudy,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,4.201921776970194,15.0
17036,21.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,0.9893066201921686,5.0
17037,21.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,14.07589839448124,10.0
17038,21.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,8.583082719685875,15.0
17039,32.0,4.5,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,14.07620674046292,10.0
17040,26.0,5.0,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,18,6.499203685697106,10.0
17041,25.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,22,13.264433078388024,5.0
17042,29.0,4.7,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,13.474727061008693,10.0
17043,33.0,4.6,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,4.199698985376555,10.0
17044,39.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,49,8.664459048173175,15.0
17045,27.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,9.775163210211762,15.0
17046,20.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.146593756015459,15.0
17047,32.0,4.3,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,8.665177453406972,15.0
17048,32.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,26,0.9915682787765,5.0
17049,29.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,22,1.051374694777404,10.0
17050,20.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,12,2.073443522886293,15.0
17051,34.0,3.8,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Urban,35,13.474734824920878,10.0
17052,34.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,7.257635015582894,5.0
17053,23.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,6.12385501106556,10.0
17054,30.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,14.186470941988734,15.0
17055,35.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,29,7.150613171267191,5.0
17056,30.0,4.8,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,20,9.485707585379323,5.0
17057,32.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,3.25054233632562,5.0
17058,24.0,4.8,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,28,14.119106203379046,5.0
17059,37.0,3.5,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,36,7.199280089168919,5.0
17060,29.0,4.5,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,9.328945081343942,5.0
17061,33.0,4.2,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,13.324256799599384,5.0
17062,38.0,3.6,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,33,11.277107245762906,5.0
17063,33.0,4.2,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,9.454531349318051,10.0
17064,29.0,4.6,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,17,5.184366363332051,10.0
17065,20.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Urban,15,14.119776589544006,5.0
17066,29.0,4.6,Fog,Low,2,Meal,scooter,0.0,No,Urban,13,1.083535682497989,15.0
17067,28.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,29,7.639683078155109,10.0
17068,33.0,4.8,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,30,5.416213986327477,15.0
17069,32.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.0838014691489903,15.0
17070,35.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,28,0.9915432673113198,15.0
17071,28.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,4.101890388715957,10.0
17072,23.0,4.8,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,2.2238984990192607,15.0
17073,34.0,4.4,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,44,11.666322198925794,10.0
17074,31.0,4.5,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,44,11.275461707804595,5.0
17075,29.0,4.1,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,35,9.775514428370078,15.0
17076,32.0,5.0,Stormy,Jam,0,Snack,motorcycle,2.0,No,Urban,41,11.40330331382866,5.0
17077,26.0,4.5,Fog,Low,1,Meal,scooter,0.0,No,Urban,14,3.258878332419675,5.0
17078,31.0,4.7,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,30,12.0047098108572,15.0
17079,39.0,4.9,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,51,10.007540311428052,15.0
17080,32.0,4.5,Stormy,Jam,1,Drinks,scooter,2.0,No,Urban,41,8.66706317830596,15.0
17081,39.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,29,3.1368671082058857,10.0
17082,20.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29,4.3447394058863535,15.0
17083,22.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,0.991466838670403,10.0
17084,33.0,4.7,Sunny,Low,2,Snack,motorcycle,0.0,No,Metropolitian,28,8.029224759702512,15.0
17085,34.0,4.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,6.671694684131345,10.0
17086,36.0,4.2,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,30,2.1662506414065583,10.0
17087,38.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,13.326740365475375,15.0
17088,23.0,4.5,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,23,6.151515504574451,15.0
17089,26.0,4.3,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,6.298527044005475,15.0
17090,36.0,4.1,Fog,Medium,2,Buffet,motorcycle,2.0,No,Urban,39,9.190768656551812,10.0
17091,33.0,4.5,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,6.160127727517088,15.0
17092,30.0,4.5,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,3.151411808179043,15.0
17093,26.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,14,10.902139789465068,5.0
17094,22.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,7.639680503451659,10.0
17095,28.0,4.9,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,15,7.582901701573776,15.0
17096,28.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,11.947960480999557,10.0
17097,32.0,4.3,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,42,4.082254715008099,15.0
17098,25.0,5.0,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,36,11.311348842911778,10.0
17099,29.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,13,6.170934023649051,5.0
17100,26.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,10.490119138329453,15.0
17101,33.0,4.5,Fog,Low,2,Snack,motorcycle,0.0,No,Urban,19,1.086308286666151,15.0
17102,32.0,4.4,Windy,Jam,2,Meal,scooter,1.0,No,Urban,32,7.144204634671117,15.0
17103,21.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,26,8.227310010830488,5.0
17104,33.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,35,7.585085600327021,10.0
17105,28.0,4.9,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24,2.1009474329890976,15.0
17106,39.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,9.032913085961086,5.0
17107,34.0,5.0,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,7.78364341285968,5.0
17108,35.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,2.2238984990192607,15.0
17109,24.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,7.929884863367528,15.0
17110,29.0,4.9,Stormy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,23,4.242593102273736,15.0
17111,37.0,4.9,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,6.965297295819106,5.0
17112,36.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,23,7.603714620711106,5.0
17113,25.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,19,13.348635653589284,10.0
17114,30.0,4.3,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,4.201755109956184,15.0
17115,33.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,11,1.0608538116023205,5.0
17116,30.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,2.050557128335272,15.0
17117,33.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,21,9.54558820252354,10.0
17118,30.0,4.5,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,4.101046756745079,10.0
17119,23.0,5.0,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,11.911122133811972,5.0
